op,target,delta,accepted,reason,old_epoch,new_epoch,old_t,new_t,old_exposure,final_exposure,transient_exposure,live_rows,stale_rows,public_rows,cert_weight,cert_verified,exact_final_rank,exact_transient_rank,metadata_guard_ns,cert_online_ns,cert_full_ns,local_compute_ns,local_verify_ns,local_update_ns,local_total_ns,total_ns,exact_rank_audit_ns
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,16583,55692416,58077000,32270625,115277709,0,217988292,331776875,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,22084,53912042,56839500,25734833,48681792,98083,143249458,254025333,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,21625,61752291,59303459,24654000,51055375,82542,151780375,272859833,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,19042,57545250,53655750,27057125,14544041,376250,114065458,225287583,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,16541,55901875,57855458,29819291,119933417,0,223563625,337338959,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,16583,55128250,61146042,28205083,47228167,65000,166119792,282413333,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,19542,57238709,55768042,28986375,57245041,59875,161568709,274597000,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,18708,60645958,61214834,27665250,12896084,715625,116015750,237898291,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,17417,53937667,56392417,33778000,114282959,0,216418583,326767625,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,16667,50236792,49417834,24720083,47925458,41375,140807834,240481708,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,19125,60809708,55197625,25043000,49060292,83500,143508000,259537417,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,18250,52301959,54729459,23272250,13024417,399042,104625458,211677041,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,16625,55254917,53461417,31560750,113231834,0,214078166,322813042,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,17375,52889917,54145709,24124291,44503667,39333,137708875,244764500,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,19375,56378791,55091125,26488334,52107500,88667,148874583,260366167,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,19833,57313792,58290875,25757250,12990875,402750,110186667,225813875,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,16375,55354834,60089375,32144584,114775458,0,219863916,335326875,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,16541,49649875,47335291,27223709,45375792,42167,141857666,238861500,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,39625,62041458,55548375,71487833,57115250,72375,200935666,318567875,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,18959,52566584,54776416,28588250,15199917,504083,124307208,231672292,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,18875,65490916,62323042,36114125,120922667,0,231796541,359632541,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,16167,57905250,59074292,24558084,56623833,42000,152855250,269853875,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,19792,61182666,59501833,29989875,52021459,58666,173336292,294044250,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,19333,54105583,61480166,24425666,14886375,395209,120635083,236242458,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,19000,53586250,54103709,35574708,115013000,0,222586916,330298750,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,16417,52251250,58086000,24903833,52469791,45292,149057958,259414291,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,19875,57706834,57074125,24531708,47615916,70000,144544459,259347000,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,18750,53818041,56821208,23436917,13264041,405167,107367041,218028500,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,18250,54475166,52511875,34002625,113067416,0,214614000,321621583,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,16250,53087583,56193708,28856625,54192458,74875,152392000,261691167,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,19667,54559500,57625291,23670000,91116417,61083,185020709,297243041,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,18917,66062333,54500833,23598541,13438583,992000,112005333,232589583,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,16125,55887083,58027208,35090208,113825125,0,218943542,332876583,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,16417,50093083,53545167,24267000,46193500,36458,143235416,246892958,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,19250,51518500,58748125,26497083,55280916,87875,154460792,264749375,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,19542,55800333,54178709,22050541,12994583,395917,108050500,218050750,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,19750,49841125,59573125,31768792,114137000,0,217136958,326573375,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,16709,54994625,53055833,24514167,46027542,68083,140759209,248828459,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,19417,54820792,58833125,27384458,50767708,84500,147883625,261559166,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,19333,53018459,55652500,21051500,13484958,431083,103715000,212408083,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,16458,53307000,55897750,36641542,118422750,0,232750125,341973583,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,16833,50330458,55768042,33922167,56648625,80084,160769083,266886541,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,19958,55058000,58202291,258513041,184531916,211917,514005500,627288750,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,19416,85757250,67603625,33183625,16043375,525083,218421167,371805125,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,19125,61169292,61901083,48439459,217161917,0,349510625,472605458,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,20625,61202042,72560125,26969916,68950833,63584,189619166,323405083,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,24375,82325709,118341291,30692084,59608375,138625,184476500,385171541,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,25208,65171916,63227666,66172125,34493542,3724417,294960458,423391375,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,20042,305783584,81177792,53196166,181539958,0,333477375,720461541,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,19542,82764083,108816083,28907292,56228292,62291,173105917,364708833,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,19417,60284000,62009375,31957875,62542917,79209,180814792,303130500,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,23416,63462250,57590791,27474125,16253625,445041,128185125,249264833,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,19834,61612875,59597375,31191542,143233625,0,255472042,376710375,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,22167,57412458,56732750,30253334,50000291,44708,155776041,269945625,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,20166,62323083,89422000,27797291,55003291,79583,172850584,324619084,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,21834,57688917,49654834,31554125,16936125,629625,123659375,231026542,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,19875,65908750,54779125,32645625,127620416,0,234137500,354847750,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,17000,61918584,57093541,27648583,60614292,74125,165768958,284801584,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,21375,67402000,61919041,26398375,58254167,110709,159431041,288776333,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,19959,59078583,68438375,27616708,15418500,403667,121013792,248552750,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,21209,53925250,56459833,33679458,123158583,0,228043416,338452459,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,16500,57716917,61001708,29501959,54238417,59459,160197958,278935625,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,18959,59899458,59075000,25425083,55809667,72292,161832250,280828333,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,22583,56166041,60363708,26902667,15536042,465000,120194875,236749666,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,20292,55642167,57921125,56544208,146017292,0,303606583,417192875,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,19667,72237291,60466667,32113542,85491041,109542,203081542,335811708,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,27917,128043416,87438125,30428292,66149625,118750,199150125,414662541,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,22041,72459584,66663125,33223417,20718958,629000,155400417,294548084,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,68917,84795958,112502500,65157792,200734041,0,383204584,580575167,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,22167,129014625,123998041,79296084,142002041,69042,360339291,613378250,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,26542,76471917,72554584,36069292,64730792,80833,201431625,350488125,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,22417,70291292,68071666,28572792,18281792,519042,142812792,281201542,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,22625,66196417,65741583,38388334,133090750,0,268923333,400886709,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,19333,52651833,54241208,30986875,44205584,42834,159028500,265943666,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,25292,57289625,52282875,23982792,43226875,48333,144747875,254348958,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,20542,48075958,46751000,21528542,12246167,352292,104836166,199685875,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,16584,48876167,48697792,29209958,110046000,0,213802750,311397125,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,16833,43303208,44040250,18661208,34086625,28000,111929292,199290750,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,16458,43455083,43301333,21654666,40281042,56166,121744583,208518917,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,16167,44401292,42871208,20656625,10894583,290709,90849875,178139875,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,14209,40650625,43482625,26994875,94793208,0,181137750,265286542,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,15000,40578542,42380084,19990500,35162416,26083,112948208,195923792,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,15625,44980792,44683583,21870667,37995333,56666,118005917,207687167,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,15750,45763791,45228792,19887125,10915625,304500,90480500,181490041,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,14125,39408125,42952416,27299583,95460500,0,181078458,263454334,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,16208,44126708,43414209,20817500,34728791,26667,113666709,201225417,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,14584,43060958,44990209,20373083,40040416,43084,118235000,206302208,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,16458,44162709,42281625,19020334,11078541,331000,88619875,175081833,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,14416,44297167,44409709,25557417,95010459,0,179244250,267967583,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,14458,42975208,41056125,21202375,35851291,30666,114478708,198525667,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,15000,43868666,42373458,21113625,40189459,39500,119322833,205580666,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,16167,44970958,42870833,17935208,11738000,308709,90091458,177951208,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,14125,40147166,43485541,25544250,94146542,0,177444291,261092250,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,14583,42786875,41841958,21602958,34390750,29666,113626125,198270375,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,15958,43412500,45568750,19849417,39862750,40250,118106625,207105375,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,15500,44236625,45072000,19599834,10933542,301833,90322333,179647834,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,14375,44922000,45571000,27721042,97024708,0,183901125,274409291,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,15417,40925791,45437334,19494584,38497125,47291,116110458,202490459,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,16750,41985417,44798083,20922584,41938792,61667,123714584,210516000,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,16666,43506416,43921417,19180375,10991209,314584,90749208,178194417,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,20750,42200875,42592125,30168250,95012833,0,184096917,268912250,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,14417,42365334,44491458,20183041,38548916,28417,117081083,203953833,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,17125,44158250,45359375,21712375,38070375,54125,119153417,208690292,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,16500,43910750,45445417,21422917,11011416,814584,93924375,183298875,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,true,0,0,17083,39862125,44526208,27169666,96334958,0,183509000,267916084,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,true,0,0,16375,52689292,89305375,19821250,39168792,27875,130100083,272113625,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,true,0,0,17333,80126291,51202541,24125958,41490208,57291,133621250,264969584,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,true,0,0,16334,47072041,46718625,20170416,11969792,2765625,98482250,192291042,0
