=== Uniform Weight Distribution Mode ===

--- Execution Info ---
Total Participants: 32
Total Threshold(Weight): 40
Maximum Weight: 4

Signing Participants:
Participant 0 (Weight: 1)
Participant 1 (Weight: 2)
Participant 2 (Weight: 3)
Participant 3 (Weight: 4)
Participant 4 (Weight: 1)
Participant 5 (Weight: 2)
Participant 6 (Weight: 3)
Participant 7 (Weight: 4)
Participant 8 (Weight: 1)
Participant 9 (Weight: 2)
Participant 10 (Weight: 3)
Participant 11 (Weight: 4)
Participant 12 (Weight: 1)
Participant 13 (Weight: 2)
Participant 14 (Weight: 3)
Participant 15 (Weight: 4)
Signing Participants Total Weight: 40

# REG-ADAPT benchmark
# args_N=80 args_threshold=40 setup_ns=1983225583 repeats=30 target=0 cert=none local=true stale_ttl=2 sequence=false audit_exact=false audit_point_offset=0
# ADAPT-style sequence demo under REG metadata guard
# demo_step=1 op=TIncrease delta=50 accepted=true old_t=100 new_t=150 final_exposure=99 transient_exposure=99 reason="accepted"
# demo_step=2 op=WIncrease delta=50 accepted=true old_t=150 new_t=150 final_exposure=149 transient_exposure=149 reason="accepted"
# demo_step=3 op=TDecrease delta=50 accepted=false old_t=150 new_t=100 final_exposure=199 transient_exposure=249 reason="final exposure reaches threshold"
# exact-rank tightness demo threshold=2 conservative_final=2 exact_final=1 conservative_rejects=true exact_accepts=true
op,target,delta,accepted,reason,old_epoch,new_epoch,old_t,new_t,old_exposure,final_exposure,transient_exposure,live_rows,stale_rows,public_rows,cert_weight,cert_verified,exact_final_rank,exact_transient_rank,metadata_guard_ns,cert_online_ns,cert_full_ns,local_compute_ns,local_verify_ns,local_update_ns,local_total_ns,total_ns,exact_rank_audit_ns
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,false,0,0,16083,0,0,27303667,112607750,0,203583333,203600209,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,false,0,0,18083,0,0,26614250,45665208,59958,145402958,145423708,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,false,0,0,17458,0,0,28333750,50617375,71041,148091667,148110209,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,false,0,0,22375,0,0,21938166,14961042,446417,115589167,115612875,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,false,0,0,22042,0,0,37416875,119285083,0,227488708,227511750,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,false,0,0,16000,0,0,22118917,45936958,76542,136618083,136635208,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,false,0,0,20041,0,0,21883958,43293084,80875,142427417,142448375,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,false,0,0,19333,0,0,21258334,14509041,374417,113271334,113292042,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,false,0,0,19417,0,0,27947500,116642708,0,217137625,217158083,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,false,0,0,17875,0,0,21949375,41232583,38209,128680416,128699125,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,false,0,0,19333,0,0,24756458,45568000,64125,144659167,144679375,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,false,0,0,18666,0,0,23937292,14880000,455333,115369334,115389417,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,false,0,0,21083,0,0,30668375,113979083,0,213618166,213640500,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,false,0,0,16208,0,0,21176625,43231708,61333,131708709,131725916,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,false,0,0,20042,0,0,23352875,46614125,61166,142076125,142096875,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,false,0,0,19333,0,0,22878833,14775333,388959,114506875,114527208,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,false,0,0,18333,0,0,28991500,109185166,0,206451125,206469875,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,false,0,0,16708,0,0,22930500,38991542,61542,127818917,127836458,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,false,0,0,17167,0,0,25880583,43803542,63583,137836125,137854208,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,false,0,0,19292,0,0,24176292,13770875,358583,109351875,109372458,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,false,0,0,17333,0,0,30609708,107032125,0,203291834,203309875,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,false,0,0,16458,0,0,21280625,38380333,60042,125237792,125255125,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,false,0,0,19208,0,0,21705334,42564292,57375,129588542,129608292,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,false,0,0,18083,0,0,20518208,12306458,368250,99269625,99288541,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,false,0,0,17375,0,0,27856666,106999042,0,200737541,200755333,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,false,0,0,15750,0,0,20602458,35841458,29542,117250292,117267084,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,false,0,0,16792,0,0,21112375,38883458,39750,125144917,125162333,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,false,0,0,16334,0,0,20075917,12275833,348583,97497417,97514625,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,false,0,0,15958,0,0,25380833,98973791,0,187826708,187843083,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,false,0,0,14791,0,0,21538500,36179292,29458,115770917,115786875,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,false,0,0,17375,0,0,23346375,41593916,60833,131028917,131046917,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,false,0,0,16083,0,0,21921792,12489209,362541,100419917,100437083,0
WIncrease,0,1,true,"accepted",0,1,40,40,1,2,2,2,0,0,40,false,0,0,15875,0,0,28125542,98143459,0,188581625,188598292,0
TIncrease,0,1,true,"accepted",0,1,40,41,1,1,1,1,0,0,40,false,0,0,15291,0,0,20766708,36455000,28250,115375584,115391625,0
WDecrease,0,1,true,"accepted",0,1,40,40,1,1,2,0,1,0,40,false,0,0,16625,0,0,21292458,42237750,49500,128141083,128158625,0
TDecrease,0,1,true,"accepted",0,1,40,39,1,2,3,1,0,1,40,false,0,0,18125,0,0,19117792,12802917,680875,99492000,99511542,0
